ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.1,205.128,17537.99,8.026,396.092,318.537,13.86,93.715,3.0,1
8.5,193.909,21289.18,7.108,333.776,393.177,13.643,61.125,5.612,1
7.7,218.237,22824.699,8.696,363.993,521.016,15.311,73.723,3.741,1
4.2,208.374,21809.71,5.846,327.474,264.508,11.235,46.683,4.593,1
7.1,142.146,45141.686,6.031,240.199,369.28,20.606,70.168,4.605,1
7.8,179.8,17037.725,6.378,348.072,590.061,12.092,81.592,4.166,1
5.9,187.154,37118.255,4.601,253.158,531.169,11.41,77.287,3.66,1
7.3,155.158,31161.368,3.181,244.795,506.01,17.386,73.115,3.789,1
7.1,213.041,12036.643,9.795,349.171,284.018,12.42,74.674,3.899,1
9.5,167.888,40032.414,8.349,333.776,354.791,14.168,102.568,4.301,1
7.5,183.461,14733.459,7.475,335.668,482.637,8.963,82.581,4.498,1
8.0,230.18,17076.664,9.599,333.776,522.888,14.449,68.641,4.343,1
7.7,212.275,21670.594,8.458,361.381,457.014,21.43,43.189,3.679,1
8.3,163.356,22013.965,5.743,307.667,351.631,20.058,78.501,4.721,1
6.9,163.593,44586.813,2.742,219.149,554.045,16.522,67.533,5.688,1
6.8,239.058,7986.493,10.366,419.881,373.232,18.829,43.441,3.82,1
8.2,144.903,36185.679,4.546,297.96,605.459,20.222,66.396,3.411,1
7.1,214.657,19692.464,5.947,326.176,385.828,15.563,77.834,3.262,1
4.7,203.276,28698.73,5.271,323.684,508.82,14.063,65.155,4.996,1
6.0,226.935,11930.625,9.677,333.776,350.969,13.61,70.571,3.969,1
6.6,198.409,22389.38,7.318,369.097,408.195,6.06,105.4,3.691,1
8.8,157.354,22113.391,7.932,304.808,480.715,15.693,82.929,4.394,1
6.8,167.985,40588.434,3.372,265.431,300.412,16.005,72.363,3.08,1
8.8,185.419,31040.884,8.545,333.776,408.096,18.235,72.3,3.809,1
7.1,213.0,21687.473,6.901,333.776,383.748,11.793,57.346,3.243,1
7.1,178.155,34383.598,6.426,311.527,570.379,17.592,68.993,4.006,1
8.1,191.816,17106.439,7.899,333.478,432.899,13.335,54.216,4.854,1
5.1,185.088,18125.638,4.106,275.056,528.156,11.325,80.338,3.631,1
7.4,203.069,25489.075,8.176,413.56,405.421,13.283,74.413,2.571,1
9.4,158.388,20474.821,5.857,285.395,476.842,14.388,73.165,4.201,1
5.9,223.142,13464.487,9.125,378.108,337.858,13.532,42.845,2.917,1
5.8,193.201,19451.768,4.147,255.977,365.478,14.921,8.577,2.182,1
7.6,182.69,33744.167,6.226,369.553,327.228,14.066,82.782,3.423,1
9.0,148.614,35021.774,5.594,333.776,387.4,11.855,49.48,3.911,1
5.4,205.266,18542.957,5.492,306.702,382.08,10.504,67.493,2.912,1
9.8,155.937,23335.674,7.666,333.776,356.543,10.825,75.329,4.143,1
5.2,232.883,17818.394,7.3,333.776,404.004,12.866,55.498,3.44,1
4.9,224.705,16960.435,7.078,323.037,354.391,15.692,79.963,3.918,1
7.8,164.959,25506.912,7.868,358.259,398.46,15.297,66.396,4.22,1
7.1,259.145,2808.026,10.087,392.833,354.405,13.899,63.858,4.081,1
7.1,187.947,26608.929,8.556,405.403,462.315,18.428,41.29,3.614,1
7.9,180.158,32160.534,7.773,360.284,344.551,11.246,60.292,3.21,1
7.5,221.792,14829.746,6.701,366.412,583.436,17.732,59.686,4.208,1
7.2,207.828,11889.251,8.016,333.776,369.044,10.372,62.038,5.703,1
7.1,188.611,27716.339,5.607,275.182,520.588,12.815,66.396,4.398,1
8.7,151.621,28301.517,3.652,248.095,468.367,15.151,79.538,3.275,1
8.4,134.751,33662.389,4.44,333.776,397.115,14.421,55.587,3.939,1
6.3,222.689,18526.262,8.98,395.262,517.151,15.869,55.384,5.031,1
7.1,195.554,28415.184,7.49,318.515,494.405,15.024,47.144,4.052,1
9.3,163.926,39498.659,6.915,325.873,345.657,12.712,62.471,4.485,1
4.9,208.407,15990.149,5.648,349.655,404.406,11.403,84.526,3.33,1
6.1,147.472,34865.325,3.684,285.455,475.445,20.939,54.199,5.37,1
5.7,208.07,19457.639,6.694,333.776,362.062,15.604,82.318,3.534,1
6.6,201.781,17063.172,8.353,360.612,491.724,10.354,60.009,3.882,1
7.6,170.428,36267.267,6.041,301.219,404.501,12.496,79.946,4.765,1
7.9,182.042,34591.678,6.188,287.224,285.229,14.366,74.888,3.5,1
7.4,205.991,13215.706,7.74,333.776,537.136,16.053,79.358,4.432,1
7.1,176.78,24793.456,6.394,312.359,377.066,10.07,50.124,4.641,1
5.6,223.616,13289.202,7.699,368.897,375.276,20.224,104.581,4.044,1
4.3,227.007,7323.302,7.491,326.695,412.896,12.907,68.749,2.011,1
7.3,185.817,21989.767,8.438,333.776,425.533,14.948,89.774,3.579,1
6.4,185.312,33360.171,5.574,374.714,509.82,17.849,103.322,4.046,1
7.1,181.302,23614.703,5.455,282.312,510.945,13.979,52.302,3.894,1
10.8,163.095,38037.353,7.602,350.0,477.723,13.527,66.396,3.23,1
5.0,190.165,29258.738,4.991,300.476,332.36,11.056,116.162,3.535,1
7.1,204.861,24590.126,7.774,333.776,440.937,12.567,118.357,4.318,1
10.4,167.423,34535.554,6.355,344.309,491.517,19.356,45.104,4.209,1
8.4,191.867,29313.783,5.606,306.325,546.791,13.134,96.125,3.443,1
7.8,200.715,15694.507,7.22,333.776,519.863,13.262,79.345,2.473,1
7.6,156.462,32833.431,3.312,257.277,277.234,17.857,62.553,3.292,1
11.2,169.404,43533.658,5.888,341.03,336.447,16.09,59.494,2.93,1
5.7,197.192,12932.59,5.684,280.932,445.07,14.177,68.125,4.412,1
10.5,185.088,26453.003,9.549,392.346,455.744,15.976,47.4,3.804,1
3.8,218.491,16929.29,6.11,333.776,410.694,14.091,60.32,4.621,1
5.7,184.229,19393.47,5.299,290.276,502.994,19.644,68.236,3.433,1
7.1,182.317,30430.212,6.151,350.449,479.957,16.577,58.675,4.536,1
5.5,218.513,14608.363,5.621,333.776,472.797,10.584,73.106,4.958,1
7.1,178.234,37861.44,3.913,333.776,535.086,17.545,64.071,5.114,1
6.8,181.818,26880.22,5.216,284.746,475.549,14.665,60.516,4.911,1
6.0,188.662,24856.607,4.371,295.895,355.007,7.62,79.945,4.745,1
7.1,212.48,23572.158,4.977,300.727,449.951,7.09,66.027,3.094,1
6.3,210.31,11682.229,6.968,311.778,375.965,11.973,62.96,4.553,1
9.2,165.642,18073.969,8.108,333.776,534.698,8.19,59.664,4.187,1
8.7,161.124,40799.36,5.382,305.534,499.275,15.966,75.914,3.877,1
8.0,224.317,11551.216,9.492,367.466,451.808,14.911,79.687,2.287,1
5.5,196.791,19378.359,5.004,295.591,348.399,18.714,76.414,4.439,1
7.2,177.487,34510.753,4.984,295.834,477.995,16.778,62.757,4.276,1
5.5,213.16,18295.371,6.043,333.776,317.948,13.789,49.642,2.963,1
7.1,195.02,17382.427,7.037,329.128,383.795,11.147,90.887,3.843,1
9.8,161.058,30249.171,5.214,258.039,413.155,12.493,76.226,3.729,1
3.6,238.944,10102.49,7.532,337.534,509.15,13.818,49.653,5.447,1
7.1,188.392,20567.146,7.443,360.323,656.924,16.275,84.827,4.402,1
6.6,201.67,24161.255,7.965,369.622,346.86,17.034,61.205,3.386,1
5.9,215.498,13086.644,7.785,334.686,283.401,14.684,55.326,5.649,1
9.5,122.907,56351.396,4.22,219.553,480.848,13.533,41.731,4.132,1
8.4,163.95,19583.057,6.433,334.656,547.024,18.239,45.668,5.218,1
7.7,227.843,18767.942,9.717,333.776,328.854,8.233,66.678,4.602,1
6.9,179.069,27567.376,5.886,227.348,391.6,14.671,83.47,4.502,1
5.8,212.162,19417.767,8.442,333.776,393.953,17.562,49.388,3.371,1
6.3,172.35,40682.144,4.243,302.612,485.672,18.738,64.809,3.709,1
6.6,251.836,5516.875,11.143,333.776,339.209,11.93,76.524,4.388,1
7.3,158.707,23154.062,4.143,276.55,436.517,10.89,87.913,2.221,1
6.6,192.647,14598.952,6.165,314.14,343.895,17.344,53.085,2.821,1
6.0,196.003,16136.433,5.688,301.981,336.914,11.988,43.913,4.315,1
7.1,212.909,14101.869,9.112,388.788,337.191,8.602,74.582,3.625,1
5.9,222.922,18061.698,9.983,421.722,323.499,14.299,51.869,3.94,1
7.6,195.666,17444.671,5.307,333.776,517.203,14.8,85.776,4.531,1
6.9,192.024,25422.339,7.571,333.776,501.606,10.786,68.295,3.397,1
8.0,211.029,14034.486,9.797,389.339,491.079,14.513,35.566,4.308,1
8.8,199.93,19471.465,7.415,319.737,324.937,16.312,74.571,3.471,1
6.9,179.214,25612.149,7.225,318.988,298.551,11.859,94.34,4.617,1
8.7,181.013,17430.92,7.421,333.776,289.203,14.427,55.394,3.913,1
6.0,197.103,22543.256,5.663,338.358,410.804,11.169,59.826,3.722,1
4.4,256.213,8746.902,9.01,333.776,432.108,16.307,66.396,4.271,1
7.1,134.679,30211.833,4.792,234.286,391.821,18.999,66.396,3.841,1
7.1,221.675,10117.084,8.027,356.212,508.263,14.058,40.917,3.19,1
8.2,155.763,30579.371,3.309,333.776,344.951,13.686,77.183,4.511,1
7.8,176.728,33337.11,5.439,286.993,290.119,5.872,75.714,5.199,1
8.0,186.789,15171.012,7.833,333.776,406.613,20.54,88.057,3.317,1
6.1,178.446,30606.224,5.568,260.771,472.255,16.711,46.553,3.68,1
7.1,226.271,15380.124,6.661,333.776,392.558,14.083,50.286,4.517,1
7.1,179.235,19862.811,8.112,337.947,364.523,17.384,88.362,3.772,1
7.1,223.512,20134.398,7.978,359.226,477.343,10.934,49.146,4.314,1
8.0,156.451,27008.012,4.717,333.776,455.84,8.36,52.501,3.174,1
6.6,194.05,20339.017,6.033,307.955,412.583,15.895,57.643,4.523,1
6.4,193.048,31620.191,7.065,333.776,515.806,13.082,99.641,3.042,1
6.3,205.123,25972.804,8.418,383.671,456.544,13.955,32.799,4.599,1
8.0,174.558,34585.09,6.587,333.776,543.949,12.199,71.271,4.647,1
5.1,211.69,22781.365,5.33,317.104,483.442,14.496,77.212,4.362,1
7.1,164.909,32768.228,6.31,285.561,527.199,15.843,59.728,3.499,1
8.2,205.847,15661.94,7.009,335.623,555.59,14.861,72.763,2.8,1
7.6,185.046,23072.781,5.892,297.506,518.049,12.038,80.313,4.164,1
5.3,198.379,13492.841,6.559,328.649,591.363,14.084,61.393,4.105,1
7.9,219.623,12760.437,8.077,360.087,350.827,15.699,84.158,2.939,1
5.3,233.141,13580.618,7.362,356.42,438.553,10.05,55.232,4.856,1
10.6,185.166,32150.979,8.934,333.776,566.379,14.283,85.393,3.951,1
7.1,186.175,18085.159,4.951,298.4,347.987,15.716,75.591,3.069,1
7.5,177.234,15736.581,6.878,277.11,401.618,11.286,58.236,3.708,1
7.9,211.817,32071.179,7.769,290.337,353.336,17.872,78.493,4.112,0
2.7,151.783,30204.547,6.053,303.702,377.198,14.121,45.603,4.65,0
9.1,194.816,9496.91,6.186,345.714,562.771,13.676,74.424,3.282,0
5.2,192.649,34184.308,5.783,282.97,380.428,15.868,80.498,4.454,0
8.6,175.427,9898.022,6.048,336.478,410.625,10.069,66.396,5.23,0
7.8,186.686,22440.401,7.463,342.999,320.931,19.573,66.396,2.842,0
7.1,177.572,12691.516,7.171,333.776,447.032,14.377,60.744,5.465,0
5.4,179.911,27045.93,6.521,311.467,408.923,9.705,79.485,3.871,0
6.6,200.733,23720.482,8.566,353.008,458.363,13.002,79.529,4.152,0
6.8,209.736,32602.34,7.423,341.174,340.03,16.737,42.349,4.402,0
7.1,191.532,12885.517,6.98,328.6,596.751,13.448,50.756,2.373,0
5.6,193.158,17546.403,9.22,366.197,538.533,13.951,67.142,5.153,0
8.6,216.655,18337.461,8.291,311.326,390.943,17.139,39.777,3.687,0
4.5,172.384,13122.223,5.277,291.199,413.545,11.872,75.505,2.204,0
3.8,157.853,20384.773,4.667,300.049,432.432,12.701,66.396,4.402,0
7.1,184.745,22575.189,6.908,333.776,504.866,18.504,66.137,4.145,0
7.1,171.592,14784.756,7.405,351.876,366.67,10.504,57.862,3.21,0
7.9,211.376,34808.443,8.913,333.776,594.899,16.682,72.048,2.879,0
7.1,193.117,17388.983,7.702,382.061,468.939,16.233,67.874,4.218,0
9.1,184.682,10418.108,6.85,388.069,371.482,10.445,68.184,3.762,0
5.3,193.17,22005.437,6.184,267.826,351.48,15.664,68.616,4.119,0
6.5,241.268,43958.678,7.42,306.02,544.601,20.769,89.647,3.791,0
8.2,199.306,13909.479,9.37,406.048,423.737,14.801,97.277,4.126,0
7.1,196.432,18128.908,8.008,323.552,313.362,18.601,67.964,3.502,0
6.7,176.896,28140.768,6.942,333.776,455.973,16.036,40.076,3.807,0
6.4,207.579,26855.106,7.088,304.173,418.419,17.921,34.816,4.806,0
7.5,186.093,19621.325,8.172,369.191,475.211,12.127,105.166,4.095,0
5.5,164.501,11950.235,6.801,302.19,537.54,14.394,69.94,4.657,0
7.5,198.355,20139.43,7.178,333.776,603.055,13.774,84.817,3.111,0
7.1,164.095,9344.653,5.959,349.019,367.39,13.938,88.772,4.559,0
8.5,208.133,16446.328,6.73,372.504,346.375,12.002,80.759,3.358,0
5.7,193.432,18742.925,6.557,327.002,448.754,13.623,56.326,4.107,0
6.9,176.969,15323.409,5.667,369.342,435.948,21.813,104.748,3.875,0
6.1,226.084,24699.524,6.708,298.329,429.707,14.536,71.045,3.691,0
8.6,197.56,15888.625,4.865,311.557,464.726,18.737,40.225,3.506,0
5.7,181.585,17589.269,7.238,350.782,345.536,16.03,66.396,4.593,0
7.1,199.065,39927.737,5.454,259.01,257.963,14.245,52.616,4.059,0
7.2,213.321,23129.748,6.194,304.563,624.23,16.982,73.734,4.154,0
7.2,168.641,12763.268,6.898,333.776,566.251,12.438,65.747,3.844,0
3.8,190.993,26895.258,5.63,333.776,660.255,18.125,78.154,3.584,0
5.9,178.678,17420.087,5.292,333.776,473.687,16.438,79.471,5.033,0
7.1,247.453,43846.025,7.866,324.244,334.166,16.661,54.237,3.572,0
8.3,213.875,35477.767,8.364,346.787,569.103,17.466,62.793,4.395,0
6.9,198.545,26240.493,5.154,333.776,436.927,8.634,86.81,3.562,0
5.5,217.018,34006.769,6.647,331.403,430.27,15.647,64.981,4.599,0
7.1,175.588,17092.226,7.338,323.154,491.728,11.706,52.363,4.316,0
5.4,206.897,20416.651,7.313,356.384,525.123,10.218,70.033,4.321,0
7.3,212.521,38713.113,5.838,262.095,332.425,14.099,70.301,4.846,0
6.3,180.406,13826.258,7.075,346.627,422.6,11.838,77.838,3.995,0
7.0,205.401,21884.539,7.276,304.732,442.406,15.844,65.58,2.942,0
6.6,196.134,16609.925,6.674,323.372,304.714,12.502,85.682,3.92,0
6.6,159.729,19044.68,6.693,283.515,393.625,18.207,67.054,2.771,0
6.6,196.891,16010.524,7.256,333.776,264.284,14.411,45.449,5.291,0
7.2,180.194,13579.555,5.993,317.963,421.964,12.37,63.447,3.747,0
5.3,191.982,34793.853,5.817,333.776,395.713,12.571,54.969,3.488,0
8.1,177.095,13238.07,6.679,333.776,450.718,20.604,85.106,3.543,0
6.6,150.718,11388.534,6.808,370.753,431.43,7.711,73.634,4.087,0
7.1,206.318,18752.27,8.202,344.59,510.488,5.362,61.911,3.294,0
6.2,205.648,32911.93,5.946,298.39,414.771,12.128,79.245,2.081,0
5.0,156.971,19272.704,6.185,331.56,341.357,16.197,75.303,4.089,0
6.9,210.279,40290.222,6.875,294.015,340.705,18.253,84.022,1.496,0
6.3,162.336,20849.191,7.086,333.776,387.958,15.048,83.921,4.127,0
7.1,179.32,5075.269,8.738,455.451,392.354,16.839,76.244,4.398,0
7.3,180.843,15823.339,7.722,333.776,457.52,8.858,37.735,4.403,0
6.6,186.761,30939.023,7.703,333.776,330.876,13.816,86.753,3.491,0
8.0,180.06,12135.725,6.259,310.069,666.691,17.66,66.589,3.181,0
4.2,168.572,16073.671,5.361,261.268,449.052,11.349,86.947,4.116,0
4.3,199.499,25634.533,5.915,260.261,300.548,12.199,55.942,4.9,0
9.3,203.253,20478.786,6.839,337.3,508.283,19.165,66.396,4.33,0
9.6,210.261,18185.05,7.94,333.776,387.33,17.478,65.99,3.173,0
7.1,192.387,25524.823,7.354,322.74,548.918,14.524,64.124,3.993,0
3.4,152.48,16318.734,5.973,313.064,412.916,9.97,68.508,4.105,0
8.4,242.489,44896.984,7.863,333.776,575.937,14.532,50.774,2.5,0
12.2,217.368,11318.141,8.465,375.895,347.653,9.763,73.832,3.533,0
7.3,198.531,14037.04,5.788,333.776,479.241,11.09,61.1,5.288,0
4.6,192.574,14982.305,6.08,333.776,344.146,11.09,88.484,2.634,0
8.3,229.941,18452.646,6.895,338.484,464.901,9.512,84.053,4.626,0
4.9,157.24,10488.771,6.93,333.776,311.746,11.024,48.526,5.345,0
7.7,178.811,18610.124,7.734,333.776,462.201,13.889,64.842,4.235,0
7.1,173.817,26552.974,6.29,293.17,366.719,13.271,72.13,3.207,0
7.8,179.218,27558.543,7.504,315.447,359.099,12.619,52.377,3.329,0
8.2,189.942,17447.995,6.762,333.776,449.413,15.336,54.946,4.152,0
7.0,187.749,13457.211,7.364,330.75,350.603,16.719,77.671,4.195,0
7.1,193.926,14936.504,7.203,309.447,447.45,12.181,66.396,4.298,0
4.3,157.513,24352.066,5.968,287.045,432.642,10.667,44.289,4.443,0
6.6,195.7,21495.538,6.546,363.692,335.805,11.395,66.165,2.534,0
9.0,195.745,9049.683,7.467,396.454,378.529,17.758,114.209,3.983,0
6.8,194.635,15719.494,6.746,339.002,441.73,22.891,75.473,3.245,0
6.7,223.175,41552.02,7.745,271.157,463.885,13.165,61.059,2.921,0
7.1,221.392,27979.736,6.572,349.625,355.782,9.986,81.963,3.44,0
7.0,218.793,33933.71,8.977,360.997,438.809,18.633,71.919,3.272,0
7.1,225.972,32617.125,7.381,259.205,355.879,11.123,66.36,3.233,0
7.1,240.852,19500.35,8.051,383.668,377.188,12.956,55.522,5.672,0
7.8,196.783,19024.689,6.912,392.8,338.431,10.773,76.618,2.729,0
8.6,174.507,6493.547,7.041,409.381,403.597,16.123,52.167,3.196,0
6.9,173.154,10323.958,7.437,376.812,538.621,10.402,36.752,3.036,0
7.8,203.383,24470.204,7.631,321.975,516.647,17.243,80.652,4.105,0
5.9,154.774,9712.561,5.326,333.776,386.218,16.579,65.882,4.266,0
7.0,225.35,23109.854,5.907,320.536,459.9,13.67,77.34,3.676,0
7.1,189.815,19887.77,8.116,415.928,547.027,12.959,70.937,4.894,0
8.1,206.786,25838.128,8.685,346.612,472.277,11.633,66.396,2.969,0
6.1,184.373,14807.268,5.753,384.822,462.006,14.753,34.266,4.372,0
5.3,211.662,45166.912,6.652,279.767,485.96,19.682,70.547,4.24,0
7.1,152.508,11398.731,8.729,400.67,385.336,11.677,58.601,5.445,0
5.7,182.941,21293.89,6.826,306.543,435.235,11.144,68.612,4.272,0
6.6,182.375,24723.106,6.239,333.776,414.351,17.583,78.214,4.404,0
8.1,198.866,18266.618,6.902,396.62,376.71,10.924,87.38,3.056,0
6.7,187.946,19155.728,5.95,345.359,433.875,20.523,26.141,3.662,0
5.5,164.496,21543.727,5.984,333.776,453.883,13.34,55.751,2.779,0
7.1,214.972,36112.135,7.094,333.776,414.102,15.875,71.632,2.433,0
6.4,174.782,11306.262,6.686,333.776,544.354,17.11,89.122,3.682,0
7.1,194.445,41461.317,6.952,239.912,362.5,14.11,58.751,4.895,0
8.2,201.339,24912.88,7.878,389.089,415.683,12.842,51.859,3.541,0
2.6,201.603,48204.172,6.381,261.72,429.746,10.784,79.72,5.507,0
5.7,186.648,18678.951,5.154,313.083,335.506,17.552,59.572,3.57,0
9.0,234.835,20933.513,7.98,365.061,444.077,12.169,54.405,3.695,0
5.6,171.333,17732.241,5.589,343.042,466.445,13.828,59.376,4.374,0
6.3,159.29,18711.065,6.836,314.223,499.605,15.062,68.107,3.266,0
6.9,201.41,16515.872,8.463,357.935,336.046,20.929,60.521,4.243,0
8.1,210.27,16843.364,8.793,359.516,559.168,17.264,68.739,5.082,0
8.8,196.563,17699.611,8.94,379.914,486.863,17.517,61.183,3.793,0
8.6,183.597,12995.885,6.195,382.358,489.763,18.077,93.41,3.624,0
7.5,215.429,31359.386,7.498,337.462,477.235,12.186,53.909,4.016,0
11.5,183.262,4111.785,7.417,398.955,475.255,10.84,69.42,3.0,0
6.5,178.998,23129.46,6.355,326.853,371.883,13.178,41.526,3.441,0
8.2,172.293,13528.549,7.355,377.456,455.015,7.243,66.396,3.489,0
7.2,210.271,31561.956,9.081,333.776,558.526,13.415,73.629,3.32,0
7.9,201.433,20526.05,5.629,299.018,303.879,15.255,71.542,3.302,0
6.2,203.016,19231.682,8.551,333.776,371.168,8.234,76.657,3.446,0
7.9,170.445,6626.376,5.117,372.625,316.022,23.136,73.786,4.271,0
8.3,227.654,17995.405,7.493,323.38,459.866,14.364,16.292,3.688,0
4.9,173.779,14786.139,5.844,267.561,620.347,7.776,38.794,3.152,0
8.1,182.432,10673.583,6.608,333.776,427.545,13.719,77.769,2.573,0
5.1,179.702,26215.401,5.503,303.258,369.619,14.762,82.832,3.807,0
6.4,163.448,16906.331,5.152,283.217,397.507,16.787,82.016,3.332,0
5.6,204.569,16615.908,5.619,316.1,341.524,15.174,73.45,3.465,0
5.8,241.602,31871.291,7.299,203.445,495.945,22.764,71.429,5.92,0
6.9,199.638,15201.34,5.137,333.776,306.024,15.213,90.579,3.283,0
6.3,228.455,29342.71,6.963,333.776,398.182,15.545,92.011,3.746,0
8.1,200.354,25412.71,6.548,314.091,411.987,12.419,59.763,4.428,0
7.1,194.167,11275.873,7.267,399.282,427.897,15.213,34.472,2.91,0
8.9,218.394,23774.258,6.415,324.845,413.005,13.451,63.579,5.168,0
6.5,190.321,22034.955,6.915,333.776,353.898,12.158,67.212,3.425,0
8.5,225.712,15677.971,6.41,314.331,636.258,10.614,71.963,3.508,0
6.9,210.426,22802.04,5.945,333.776,473.796,13.9,64.043,4.149,0
6.3,173.84,25456.275,6.233,333.776,482.02,14.235,70.704,4.194,0
5.7,203.453,27244.634,6.605,333.776,361.238,11.095,68.923,5.6,0
7.9,211.8,15938.286,6.636,385.653,392.166,9.619,40.234,5.429,0
7.5,210.985,23707.465,7.149,333.776,484.843,18.082,52.967,4.454,0
4.7,198.91,24767.167,7.88,353.485,512.842,19.958,44.346,4.642,0
6.7,203.643,23748.184,6.727,342.441,455.968,15.88,63.677,3.863,0
9.5,175.586,4466.257,6.416,370.852,406.31,13.754,57.438,4.237,0
4.4,169.743,15039.71,6.308,352.918,424.251,14.442,79.17,4.087,0
6.8,166.592,18852.123,7.848,333.776,294.384,13.447,54.118,4.116,0
7.0,181.12,17503.312,6.932,333.776,181.484,11.598,72.034,4.427,0
7.0,205.983,19207.312,7.286,283.479,459.177,17.917,50.879,3.031,0
5.8,184.847,22159.018,6.302,347.775,449.435,12.951,65.84,2.907,0
8.4,199.496,16772.226,8.117,343.404,402.465,17.236,75.854,2.836,0
8.8,189.976,13527.99,7.146,408.591,338.512,18.544,66.396,3.053,0
9.4,162.158,9225.771,8.275,333.776,451.525,12.633,80.25,3.53,0
7.6,201.069,19214.186,7.71,351.386,451.211,4.372,74.674,3.542,0
5.1,198.332,16795.319,6.708,326.953,303.334,12.511,66.376,4.839,0
4.9,191.467,23425.331,6.858,333.776,316.422,18.282,43.433,3.613,0
7.1,202.887,24518.574,7.217,360.154,492.352,16.743,72.71,4.175,0
7.4,180.737,25672.312,7.377,310.567,298.053,12.672,27.559,4.085,0
8.3,200.162,29381.936,7.25,333.776,456.471,15.161,70.337,4.768,0
10.2,211.963,21708.949,7.492,333.776,395.141,21.521,62.659,3.271,0
4.6,189.261,23829.793,7.815,325.167,401.552,13.624,66.396,4.823,0
7.1,205.952,29743.823,7.519,333.776,430.246,20.72,82.397,3.894,0
5.2,195.33,23051.442,6.96,245.729,473.548,11.659,49.522,3.928,0
9.2,230.562,30468.642,7.668,337.558,539.625,16.133,58.135,5.437,0
7.6,204.87,8403.285,6.012,418.309,311.179,12.742,67.282,4.243,0
7.8,183.697,9812.122,7.608,400.374,539.611,12.348,90.39,4.714,0
7.7,203.355,35800.699,7.683,312.919,424.967,18.093,96.442,4.168,0
9.1,197.666,17403.532,7.689,337.46,414.767,15.35,63.697,3.319,0
8.1,213.755,21689.634,8.772,325.034,508.116,17.038,66.396,5.247,0
5.8,210.441,33095.39,6.096,312.376,482.452,11.813,61.935,4.875,0
8.5,199.49,26559.38,7.904,351.739,491.52,9.505,66.146,2.936,0
9.2,180.945,10345.399,6.057,333.776,397.043,18.215,53.977,3.839,0
8.2,208.279,12806.832,5.489,322.924,472.028,13.39,28.566,3.996,0
6.4,211.917,20709.28,6.171,278.949,525.075,16.684,74.53,4.992,0
7.0,221.0,20769.52,8.361,307.523,326.586,12.286,62.769,4.809,0
10.4,200.004,8644.831,9.824,442.761,473.814,14.156,64.164,3.577,0
7.1,182.101,17423.408,6.816,333.776,495.513,11.558,85.864,3.568,0
3.6,213.702,33431.671,5.542,308.381,465.63,18.127,50.081,4.145,0
7.4,201.058,13921.146,7.766,333.776,560.775,14.467,74.374,4.409,0
7.0,158.043,12256.678,7.106,371.517,382.444,14.408,78.101,2.957,0
